title;published_at;views;url;DATA REAL;PERIODO;tipo_conteudo;tempo_video;temporada;momento
PAIN x ISURUS  - LTA SUL 2º SPLIT | POR DENTRO DO GAME by JBL QUANTUM;2025-05-13 15:59:06+00:00;31526;https://www.youtube.com/watch?v=ewlOnv-Dpbk;13/05/2025;2º SPLIT - Split;na_escuta;10:47;2º SPLIT;Split
o cara tá virando mono mt já     # #leagueoflegendsbrasil;2025-05-14 21:05:32+00:00;13454;https://www.youtube.com/watch?v=uh4KAIPrtXw;14/05/2025;2º SPLIT - Split;shorts;00:51;2º SPLIT;Split
o ROUTE hoje não é nem top 3! | PAIN RESPONDE - EP10;2025-05-15 15:29:07+00:00;30119;https://www.youtube.com/watch?v=MW9oKQoD8d4;15/05/2025;2º SPLIT - Split;interativo;12:05;2º SPLIT;Split
o psicológico do time preocupa? ?? | LEAGUE VLOG - EP11;2025-05-16 20:59:06+00:00;22093;https://www.youtube.com/watch?v=GnCMUSQJvrI;16/05/2025;2º SPLIT - Split;serie_vlog;12:06;2º SPLIT;Split
O WIZER É UM DEUS #leagueoflegends #paingaming;2025-05-17 18:58:02+00:00;20028;https://www.youtube.com/watch?v=MSQ1b4W54R4;17/05/2025;2º SPLIT - Split;shorts;00:31;2º SPLIT;Split
imagina não ser paiN Gaming kkkkkkk;2025-05-18 18:31:35+00:00;9040;https://www.youtube.com/watch?v=qQaVAMtqaPw;18/05/2025;2º SPLIT - Split;shorts;00:16;2º SPLIT;Split
que sorte a deles ?? #paingaming #curacaoisland;2025-05-18 15:00:58+00:00;16229;https://www.youtube.com/watch?v=WttHPUq8xOc;18/05/2025;2º SPLIT - Split;shorts;00:30;2º SPLIT;Split
é pra apanhar e ficar calado ?? #leagueoflegends #lolmemes #leagueoflegendsmemes;2025-05-19 20:58:40+00:00;39710;https://www.youtube.com/watch?v=yGCxQtKhSQ4;19/05/2025;2º SPLIT - Pós;shorts;00:12;2º SPLIT;Pós
PAIN x FURIA - LTA SUL 2º SPLIT | POR DENTRO DO GAME by JBL QUANTUM;2025-05-20 15:06:53+00:00;38364;https://www.youtube.com/watch?v=81VQWJwMG-g;20/05/2025;2º SPLIT - Pós;na_escuta;15:31;2º SPLIT; Pós
pela 1ª vez a nossa região é a TOP 1 no LoL Mundial #leagueoflegends #lol;2025-05-21 13:38:53+00:00;22091;https://www.youtube.com/watch?v=5RpAq979ucM;21/05/2025;2º SPLIT - Pós;shorts;00:29;2º SPLIT; Pós
MELITTA XP by BABS | EP2: DYNQUEDO;2025-05-22 20:59:06+00:00;12558;https://www.youtube.com/watch?v=xX6qD6Q2mcY;22/05/2025;2º SPLIT - Pós;patrocinado;00:24:38;2º SPLIT; Pós
dúvido vc me dizer seu duo favorito ??.      #leagueoflegends #brttlol;2025-05-22 15:03:58+00:00;9585;https://www.youtube.com/watch?v=uA_LLCt1W-A;22/05/2025;2º SPLIT - Pós;shorts;01:32;2º SPLIT; Pós
o brTT veio COBRAR a line? ?? | PAIN RESPONDE - EP11;2025-05-22 14:59:00+00:00;64730;https://www.youtube.com/watch?v=He4JTV80eUM;22/05/2025;2º SPLIT - Pós;interativo;13:11;2º SPLIT; Pós
